,anime_id,name,genre,type,episodes,rating,members,overview
79,170,Slam Dunk,"['Animation', 'Comedy', 'Sport']",tv series,101,8.56,82570,"['About Sakuragi Hanamichi, a freshman of Shohoku High School who joins the basketball team because of the girl he has a crush on, Haruko. Although he is newbie in this sport, he is no ordinary basketball player.::anonymous']"
80,10162,Usagi Drop,"['Animation', 'Comedy', 'Drama']",tv series,11,8.56,194855,"['A man adopts his six-year-old aunt and raises her as his own kid.::Q. Leo Rahman', ""At the funeral of elderly Souchiro Kawachi, his family is shocked to learn he had a six-year-old daughter named Rin. There is talk amongst the family of putting her up for adoption to avoid scandal and talk; disgusted at this behavior, Souchiro's grandson Daikichi decides to take her in himself and raise her as his own child. Thus he begins an arduous, consuming but ultimately satisfying trip through single parenthood, as he and Rin struggle to become a part of each other's lives and bond together.::Q. Leo Rahman""]"
81,18617,Girls und Panzer the Movie,"['Animation', 'Action', 'Comedy', 'Family']",movie,1,8.55,25641,['Ooari girls academy faces closer once again and the Tankery club girls must participate in another match to save their school from permanent closure!']
82,32182,Mob Psycho 100,"['Animation', 'Action', 'Comedy', 'Sci-Fi']",tv series,12,8.55,193716,"['A middle school boy tries to keep his esper powers under control while attempting to live a normal life.', 'Kageyama Shigeo (a.k.a.""Mob"")is a 8th grader with psychic abilities.He could bend spoon and lift each objects with his mind from young age, but he slowly begin to withhold from using his ability on public due to the negative attention he keep receiving.Now, the only thing he wants is to become a friend with a girl in his class, Tsubomi. With his psychic""mentor""( who has no psychic power), he continues his daily lifes, attempting to realize his purpose on life.']"
83,877,Nana,"['Animation', 'Comedy', 'Drama', 'Music', 'Romance']",tv series,47,8.55,197256,"['Two ostensibly opposite women, both named Nana, become roommates in Tokyo and grow inseparable. However, their relationship is jeopardized as the harsh realities of adult life take shape.::Taylor Gillen']"
84,2251,Baccano!,"['Animation', 'Action', 'Adventure', 'Comedy', 'Crime', 'Fantasy', 'Horror', 'Thriller']",tv series,13,8.54,363215,"['A crazy fantasy caper involving alchemists, immortals, gangsters, outlaws and an elixir of immortality, spread over several decades.::Lupin', ""In the year 1711, a group of alchemists are granted an elixir of immortality, with the stipulation that they must kill each other until there can be only one. The now-immortal group unanimously decides it wasn't worth it and destroy the elixir; but one of them, Slizard Quates, starts to kill off his fellow immortals. To reduce the risk of Quates tracking them all down, the group separates and goes their separate ways. Neither of them crosses paths again till 1930, Manhattan, when Quates manages to create a new elixir of immortality. However, he loses it and it ends up going around town, taken to be a bottle of alcohol and unknowingly drunk by many residents. The drinkers of this new elixir include Isaac and Miria, an eccentric pair of thieves; the Gandor brothers, a Mafia family; and their associates in the Camorra, the Martillos (who employ some of the original immortals). Now, not only are a new group of immortals created, but the simmering criminal underworld is about to explode.::Q. Leo Rahman""]"
85,24687,Mushishi Zoku Shou: Odoro no Michi,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",tv series,1,8.54,34011,"['A crazy fantasy caper involving alchemists, immortals, gangsters, outlaws and an elixir of immortality, spread over several decades.::Lupin', ""In the year 1711, a group of alchemists are granted an elixir of immortality, with the stipulation that they must kill each other until there can be only one. The now-immortal group unanimously decides it wasn't worth it and destroy the elixir; but one of them, Slizard Quates, starts to kill off his fellow immortals. To reduce the risk of Quates tracking them all down, the group separates and goes their separate ways. Neither of them crosses paths again till 1930, Manhattan, when Quates manages to create a new elixir of immortality. However, he loses it and it ends up going around town, taken to be a bottle of alcohol and unknowingly drunk by many residents. The drinkers of this new elixir include Isaac and Miria, an eccentric pair of thieves; the Gandor brothers, a Mafia family; and their associates in the Camorra, the Martillos (who employ some of the original immortals). Now, not only are a new group of immortals created, but the simmering criminal underworld is about to explode.::Q. Leo Rahman""]"
86,16498,Attack on Titan,"['Animation', 'Action', 'Adventure', 'Drama', 'Fantasy', 'Horror']",tv series,25,8.54,896229,"['After his hometown is destroyed and his mother is killed, young Eren Yeager vows to cleanse the earth of the giant humanoid Titans that have brought humanity to the brink of extinction.::ralo229', '2000 years from now, humans are nearly exterminated by titans. Titans are typically several stories tall, seem to have no intelligence, devour human beings and, worst of all, seem to do it for the pleasure rather than as a food source. A small percentage of humanity survived by walling themselves in a city protected by extremely high walls, even taller than the biggest of titans. Flash forward to the present and the city has not seen a titan in over 100 years. Teenage boy Eren and his foster sister Mikasa witness something horrific as the city walls are destroyed by a colossal titan that appears out of thin air. As the smaller titans flood the city, the two kids watch in horror as their mother is eaten alive. Eren vows that he will murder every single titan and take revenge for all of mankind.::Anonymous', 'Set in a fantasy world, mankind is driven to the brink of extinction by mindless, man-eating giants known as Titans. In defense, all of humanity retreated to a civilisation contained within three concentric 50-meter Walls: Maria, Rose, and Sina. In the year 845, after nearly a century of relative peace within the walls, a 60-meter ""Colossal"" Titan materialised at and destroyed the outermost gate, ushering in hoards of smaller Titans. Witnessing the fullness of the Titan horror first-hand, a young and tenacious Eren Jaeger vows to rid the world of all Titans and win back freedom for mankind. He is joined by his adoptive sister, Mikasa Ackerman and their friend, Armin Arlert as they set out to fulfill this shared dream.::Alora McCartney', '2000 years from now, the human race is nearly exterminated by mindless, man-eating giants known as Titans. In a last ditch attempt to live, a small percentage of humanity survived by walling themselves in a city protected by extremely high walls, even taller than the biggest of Titans. Flash forward to the present and the city has not seen a titan in over 100 years having a century of uneasy peace. But the walls of the city cannot hold forever.::GrimFaceJoey', ""Eren Jaeger swore to wipe out every last Titan, but in a battle for his life he wound up becoming the thing he hates most. With his new powers, he fights for humanity's freedom facing the monsters that threaten his home. After a bittersweet victory against the Female Titan, Eren finds no time to rest-a horde of Titans is approaching Wall Rose and the battle for humanity continues.::http://www.animenewsnetwork.com"", 'A threat has befallen humanity as ""Titans"" appeared out of nowhere and started devouring one person after another. In an attempt to defend and rebuild humanity humans have been forced to live in a small section of the world where three different districts were created and each district has a large wall surrounding each in hopes of preventing the ""Titans"" from coming through but hopes and attempts were futile as the ""Titans"" penetrated two of the great walls and one infiltrated the third by posing as a human.::J. Marin']"
87,10030,Bakuman 2nd Season,"Comedy, Drama, Romance, Shounen",tv series,25,8.53,151561,"['After his hometown is destroyed and his mother is killed, young Eren Yeager vows to cleanse the earth of the giant humanoid Titans that have brought humanity to the brink of extinction.::ralo229', '2000 years from now, humans are nearly exterminated by titans. Titans are typically several stories tall, seem to have no intelligence, devour human beings and, worst of all, seem to do it for the pleasure rather than as a food source. A small percentage of humanity survived by walling themselves in a city protected by extremely high walls, even taller than the biggest of titans. Flash forward to the present and the city has not seen a titan in over 100 years. Teenage boy Eren and his foster sister Mikasa witness something horrific as the city walls are destroyed by a colossal titan that appears out of thin air. As the smaller titans flood the city, the two kids watch in horror as their mother is eaten alive. Eren vows that he will murder every single titan and take revenge for all of mankind.::Anonymous', 'Set in a fantasy world, mankind is driven to the brink of extinction by mindless, man-eating giants known as Titans. In defense, all of humanity retreated to a civilisation contained within three concentric 50-meter Walls: Maria, Rose, and Sina. In the year 845, after nearly a century of relative peace within the walls, a 60-meter ""Colossal"" Titan materialised at and destroyed the outermost gate, ushering in hoards of smaller Titans. Witnessing the fullness of the Titan horror first-hand, a young and tenacious Eren Jaeger vows to rid the world of all Titans and win back freedom for mankind. He is joined by his adoptive sister, Mikasa Ackerman and their friend, Armin Arlert as they set out to fulfill this shared dream.::Alora McCartney', '2000 years from now, the human race is nearly exterminated by mindless, man-eating giants known as Titans. In a last ditch attempt to live, a small percentage of humanity survived by walling themselves in a city protected by extremely high walls, even taller than the biggest of Titans. Flash forward to the present and the city has not seen a titan in over 100 years having a century of uneasy peace. But the walls of the city cannot hold forever.::GrimFaceJoey', ""Eren Jaeger swore to wipe out every last Titan, but in a battle for his life he wound up becoming the thing he hates most. With his new powers, he fights for humanity's freedom facing the monsters that threaten his home. After a bittersweet victory against the Female Titan, Eren finds no time to rest-a horde of Titans is approaching Wall Rose and the battle for humanity continues.::http://www.animenewsnetwork.com"", 'A threat has befallen humanity as ""Titans"" appeared out of nowhere and started devouring one person after another. In an attempt to defend and rebuild humanity humans have been forced to live in a small section of the world where three different districts were created and each district has a large wall surrounding each in hopes of preventing the ""Titans"" from coming through but hopes and attempts were futile as the ""Titans"" penetrated two of the great walls and one infiltrated the third by posing as a human.::J. Marin']"
88,5941,Lies & Illusions,"['Action', 'Thriller']",movie,50,8.53,53108,['A self help author is hunted by thugs who believe the writer holds millions of dollars in diamonds stolen by his dead fiancée.::aa']
89,30346,Doukyuusei (Movie),"Romance, School, Shounen Ai, Slice of Life",movie,1,8.53,28864,['A self help author is hunted by thugs who believe the writer holds millions of dollars in diamonds stolen by his dead fiancée.::aa']
90,3784,Evangelion: 2.0: You Can (Not) Advance,"['Animation', 'Action', 'Drama', 'Sci-Fi']",movie,1,8.53,182224,"['Under constant attack by Angels, NERV introduces two new pilots: the mysterious Makinami Mari Illustrous and the intense Asuka Langley Shikinami. Parallel to the incursion, Gendo Ikari and SEELE proceed the secret project that involves both Rei and Shinji.::Anime News Network']"
91,13125,Shin Sekai Yori,"['Animation', 'Adventure', 'Drama', 'Fantasy', 'Horror', 'Mystery', 'Sci-Fi']",episode,25,8.53,288376,"[""1000 years after 2011, society has advanced, and most people in the Japan archipelago have psychokinetic powers, know as their Cantus. Join the main character Watanabe Saki as she finds out horrifying truths and recognizing true feelings about Kamisu's 66th District.""]"
93,14397,Chihayafuru,"['Animation', 'Comedy', 'Drama']",tv series,25,8.52,86074,"[""Chihaya meets a boy named Arata, a talented karuta player. He thinks that she has a potential to become a great player. Then, Chihaya takes on a new dream of becoming Japan's best karuta player.::anonymous"", ""Chihaya Ayase is a girl who has spent most of her life simply supporting her sister in her model career. That changes when she meets a boy named Arata Wataya, a talented karuta player. He thinks that Chihaya has a potential to become a great player. As Chihaya takes on a new dream of becoming Japan's best karuta player, she is soon separated from her karuta playing friends as they grow up. Now in high school, Chihaya still continues to play karuta in the hope that she will one day meet her friends again.::Devesh""]"
94,10087,Fate/Zero,"['Animation', 'Action', 'Fantasy']",tv series,13,8.51,453630,"['Seven chosen magi and their summoned epic heroes fight against each other to try and win the holy grail: a magical device that can grant any wish.', 'War of the Holy Grail - Pursuing the power of the ""Holy Grail"" which grants a miracle, this is a contest in which seven magi summon seven Heroic Spirits to compete for it. In that battle whose conclusion was postponed three times, now, the fourth war commenced again. Entrusting their dearest wish of victory, the magi joined the battleground called ""Fuyuki"", but amongst them, there was a man who was always alone, and could not find out the meaning behind his fights. His name was Kotomine Kirei. Not comprehending the guidance of fate, Kirei was lost, and had kept questioning. Why someone like his was given the Command Seals. However, the fate of his fights crossed Kirei\'s path with a nemesis by chance. That person is - Emiya Kiritsugu. A man who was sterner than anyone else, more merciless than anyone else, and who sought the miracle of the Holy Grail. Merely recited in fragments in Fate/Stay Night, this is the Fourth War of the Holy Grail 10 years ago. The truth which unfolded behind the battle between Shirou\'s foster father, Rin\'s father, and the younger Kotomine Kirei, is finally revealed...::Anonymous']"
97,10165,My Ordinary Life,"['Animation', 'Comedy']",tv series,26,8.52,254436,"['A group of students lead normal lives and cope with normal predicaments, but all too often find themselves in abnormal situations.::Anonymous', ""Yuko and Mio are normal schoolgirls who lead ordinary lives and cope with day-to-day matters. Their friends, however, are not that normal: Mio's crush Kojiro brings a goat and butler to school even though his parents are farmers; Kojiro is constantly attacked by his female classmate Misato, who is also in love with him; Mai is a quiet friend but an inveterate prankster; a child genius known only as the Professor, who built her own parental guardian, the schoolgirl Nano. Added to the zany mix are the talking cat Sakamoto, the nervous teacher Izumi Sakurai and the deer-wrestling Principal Shinonome. In spite of all the insanity around the girls still manage to lead their regular affairs of work and play with sanity, as it's all just a part of life itself.::Q. Leo Rahman""]"
98,13601,Psycho-Pass,"['Animation', 'Action', 'Crime', 'Mystery', 'Sci-Fi', 'Thriller']",tv series,22,8.5,509109,"['Believing in humanity and order, policewoman Akane Tsunemori obeys the ruling, computerized, precognitive Sibyl System. But when she faces a criminal mastermind who can elude this ""perfect"" system, she questions both Sibyl and herself.::ricardo cardoso', ""In a futuristic world where criminal intent is analyzed by the Sybil System, a new top of the class recruit, Akane Tsunemori, joins the police force; however, she always puts her own sense of justice above the judgment of Sybil. Police are helped by Enforcers (latent criminals disposed to high criminal intent), one of which is a former inspector who supports Akane's method of action.::Abhishek Ashish"", 'Having learned the true nature of the Sibyl System, Akane Tsunemori chose to obey the system,in humanity and the legal order. She\'s part of a new police section spending everyday life facing down criminals. The appearance of a monster"" will shake the system to its core appearing before her.', ""A bright girl enlists the Public Security whose purpose is to seek and execute people who's Psycho-pass reveals a criminal coefficient superior than the limit. After Akane, the rookie, discovers that the executors of her team must kill people who's nuance (Psycho-pass criminal scale), has been increased without themselves actually willing to harm anyone, she questions the very meaning of justice.::Pel Par""]"
99,22789,Barakamon,"['Animation', 'Comedy', 'Drama']",tv mini series,12,8.5,225927,"['As a punishment for punching a famous calligrapher, young handsome calligrapher Handa Seishu is exiled to a small island. As someone who has never lived outside of a city, Handa has to adapt to his new wacky neighbors, like people traveling on a tractor, unwanted visitors who never use the front door, annoying kids using his home as a playground, etc. Can this city guy handle all the crazy hardships? Find out in this wacky island comedy full of innocence and laughter! (Source: myanimelist.net)']"
